model,Count,dS,dN,scaffold,start_position
CC1G_09007,3,2.46,0.62,Chr_7,1692335
CC1G_09008,5,2.27,0.89,Chr_7,1696778
CC1G_09013,5,2.53,1.02,Chr_7,1712372
CC1G_09015,4,2.56,1.03,Chr_7,1718009
CC1G_09016,4,2.26,0.8,Chr_7,1719876
CC1G_09018,3,2.15,0.9,Chr_7,1729401
CC1G_09025,2,2.22,1.08,Chr_7,1755137
CC1G_09028,2,2.38,0.81,Chr_7,1763193
CC1G_09034,6,2.84,0.69,Chr_7,1776772
CC1G_09040,4,2.53,0.94,Chr_7,1793619
CC1G_14856,4,2.76,0.91,Chr_7,1797552
CC1G_12045,4,2.34,0.83,Chr_7,1798587
CC1G_12046,5,2.21,0.73,Chr_7,1801736
CC1G_14860,2,2.82,0.88,Chr_7,1825992
CC1G_12057,3,2.28,0.69,Chr_7,1844755
CC1G_13163,2,2.49,0.82,Chr_7,1856365
CC1G_13165,2,2.32,0.96,Chr_7,1859421
CC1G_14866,3,2.53,0.55,Chr_7,1969152
CC1G_14867,3,2.4,0.7,Chr_7,1970118
CC1G_11580,4,2.09,0.66,Chr_7,1983344
CC1G_11582,4,2.18,0.6,Chr_7,1987567
CC1G_14870,3,2.98,0.86,Chr_7,1996231
CC1G_05664,1,1.87,0.56,Chr_7,2018389
CC1G_14878,1,2.6,0.88,Chr_7,2153141
CC1G_05718,3,2.56,0.95,Chr_7,2176789
CC1G_05727,3,1.94,0.67,Chr_7,2197753
CC1G_05728,4,2.13,0.63,Chr_7,2201356
CC1G_05732,4,1.76,0.61,Chr_7,2211976
CC1G_05739,6,1.64,0.46,Chr_7,2226271
CC1G_14884,7,1.26,0.37,Chr_7,2228986
CC1G_05746,7,0.92,0.41,Chr_7,2243467
CC1G_05747,9,0.9,0.26,Chr_7,2248928
CC1G_05748,9,0.88,0.26,Chr_7,2250025
CC1G_14885,8,1.12,0.31,Chr_7,2251430
CC1G_14887,8,1.08,0.28,Chr_7,2253703
CC1G_05753,7,1.02,0.27,Chr_7,2265358
CC1G_05755,6,0.96,0.39,Chr_7,2268726
CC1G_05756,7,0.82,0.33,Chr_7,2269554
CC1G_05768,5,2.04,0.79,Chr_7,2294529
CC1G_14888,4,2.06,0.82,Chr_7,2296140
CC1G_12219,6,1.59,0.7,Chr_7,2302376
CC1G_14889,7,2.26,0.55,Chr_7,2315249
CC1G_12224,7,2.28,0.59,Chr_7,2317984
CC1G_12226,6,2.67,0.8,Chr_7,2321979
CC1G_12227,6,2.64,0.88,Chr_7,2323552
CC1G_12229,5,1.75,0.86,Chr_7,2329908
CC1G_08317,4,2.54,0.58,Chr_7,2345708
CC1G_08323,3,3.02,0.81,Chr_7,2358555
CC1G_08329,4,3.71,0.76,Chr_7,2375206
CC1G_08330,4,2.62,0.72,Chr_7,2377322
CC1G_08333,5,2.94,0.64,Chr_7,2386268
CC1G_08336,5,2.95,0.76,Chr_7,2393675
CC1G_14893,4,2.72,0.61,Chr_7,2403988
CC1G_08341,4,2.56,0.59,Chr_7,2404608
CC1G_08350,4,1.76,0.64,Chr_7,2427016
CC1G_08354,4,1.34,0.41,Chr_7,2437239
CC1G_08358,5,1.37,0.42,Chr_7,2448624
CC1G_08360,5,1.23,0.42,Chr_7,2452666
CC1G_08363,7,1.29,0.39,Chr_7,2459346
CC1G_08369,7,1.31,0.49,Chr_7,2472050
CC1G_08370,6,1.32,0.48,Chr_7,2474974
CC1G_14898,8,1.31,0.51,Chr_7,2482300
CC1G_14899,10,1.4,0.51,Chr_7,2483854
CC1G_08376,11,1.69,0.52,Chr_7,2495017
CC1G_08379,10,2.28,0.67,Chr_7,2500712
CC1G_05875,10,2.46,0.73,Chr_7,2502341
CC1G_05876,10,2.24,0.65,Chr_7,2505855
CC1G_05877,9,2.42,0.71,Chr_7,2507757
CC1G_05878,9,2.31,0.71,Chr_7,2508748
CC1G_05879,8,2.43,0.71,Chr_7,2509957
CC1G_05880,8,2.17,0.67,Chr_7,2511229
CC1G_05882,7,1.96,0.64,Chr_7,2520647
CC1G_05895,3,2.46,1.07,Chr_7,2578980
CC1G_05898,4,1.82,0.9,Chr_7,2591850
CC1G_05900,6,2.1,0.72,Chr_7,2598213
CC1G_05901,6,2.04,0.81,Chr_7,2600357
CC1G_05907,7,2.26,0.83,Chr_7,2613748
CC1G_05909,6,1.96,0.81,Chr_7,2618531
CC1G_05910,6,1.93,0.81,Chr_7,2622084
CC1G_05914,6,2.08,0.7,Chr_7,2633226
CC1G_05915,6,1.97,0.5,Chr_7,2637550
CC1G_05918,6,1.98,0.58,Chr_7,2650404
CC1G_05919,6,1.88,0.48,Chr_7,2652699
CC1G_05923,7,2.12,0.45,Chr_7,2665837
CC1G_05925,8,2.05,0.44,Chr_7,2669390
CC1G_05926,8,1.95,0.39,Chr_7,2671267
CC1G_05928,8,1.95,0.49,Chr_7,2679135
CC1G_05929,8,1.82,0.46,Chr_7,2684531
CC1G_05930,9,1.27,0.4,Chr_7,2688627
CC1G_05931,9,1.8,0.52,Chr_7,2692522
CC1G_05932,8,1.93,0.59,Chr_7,2699763
CC1G_05933,9,1.87,0.47,Chr_7,2704130
CC1G_05936,9,2.1,0.7,Chr_7,2712721
CC1G_05937,9,1.45,0.62,Chr_7,2714960
CC1G_14911,8,1.54,0.67,Chr_7,2719421
CC1G_05940,8,1.54,0.71,Chr_7,2726469
CC1G_05941,8,1.55,0.51,Chr_7,2729948
CC1G_05942,9,1.63,0.61,Chr_7,2734140
CC1G_05943,10,1.54,0.57,Chr_7,2738409
CC1G_05945,9,1.44,0.53,Chr_7,2744565
CC1G_05948,8,1.41,0.56,Chr_7,2752415
CC1G_05949,7,1.25,0.4,Chr_7,2755252
CC1G_05951,7,1.59,0.46,Chr_7,2759237
CC1G_05952,7,1.5,0.44,Chr_7,2760094
CC1G_05953,7,1.36,0.41,Chr_7,2764667
CC1G_08380,10,1.25,0.34,Chr_7,2782722
CC1G_08381,8,1.43,0.36,Chr_7,2786902
CC1G_08382,7,1.26,0.34,Chr_7,2790933
CC1G_14916,7,1.37,0.34,Chr_7,2791814
CC1G_08385,7,1.34,0.34,Chr_7,2799623
CC1G_08386,7,1.31,0.34,Chr_7,2800217
CC1G_08387,7,1.2,0.31,Chr_7,2800865
CC1G_08389,7,1.15,0.27,Chr_7,2804781
CC1G_08402,3,2,0.78,Chr_7,2839302
CC1G_14918,3,2.15,0.71,Chr_7,2841150
CC1G_08413,3,2.26,0.69,Chr_7,2860708
CC1G_08414,4,2.15,0.82,Chr_7,2862676
CC1G_08423,5,1.86,0.61,Chr_7,2887348
CC1G_08425,4,1.82,0.69,Chr_7,2891860
CC1G_08427,4,1.78,0.76,Chr_7,2898639
CC1G_08428,4,2.15,0.81,Chr_7,2900611
CC1G_08430,5,1.81,0.6,Chr_7,2912249
CC1G_08436,6,1.68,0.7,Chr_7,2935473
CC1G_12895,5,1.72,0.62,Chr_7,2940626
CC1G_12896,5,1.62,0.62,Chr_7,2943256
CC1G_14924,5,1.55,0.68,Chr_7,2949747
CC1G_14925,5,1.55,0.67,Chr_7,2951548
CC1G_14926,5,1.71,0.68,Chr_7,2952763
CC1G_14927,4,2.11,0.82,Chr_8,3778
CC1G_14928,5,1.7,0.55,Chr_8,9318
CC1G_14929,5,2.21,0.72,Chr_8,11767
CC1G_13450,6,2.45,0.67,Chr_8,17926
CC1G_05327,7,2.52,0.83,Chr_8,25690
CC1G_05329,8,2.22,0.73,Chr_8,30734
CC1G_14931,6,1.86,0.55,Chr_8,37336
CC1G_05335,6,2.16,0.48,Chr_8,47838
CC1G_05337,5,2.51,0.66,Chr_8,51378
CC1G_05338,6,2.2,0.55,Chr_8,53126
CC1G_05344,6,1.45,0.59,Chr_8,71637
CC1G_14933,5,1.61,0.64,Chr_8,76529
CC1G_05349,6,1.37,0.4,Chr_8,83853
CC1G_05350,6,1.32,0.44,Chr_8,85867
CC1G_05353,6,1.27,0.44,Chr_8,96767
CC1G_05355,8,1.62,0.56,Chr_8,103201
CC1G_05356,8,1.57,0.53,Chr_8,106255
CC1G_05359,7,1.47,0.46,Chr_8,115953
CC1G_05362,6,1.59,0.38,Chr_8,122664
CC1G_05363,7,1.59,0.58,Chr_8,124197
CC1G_05364,7,1.89,0.64,Chr_8,126763
CC1G_05367,5,2.09,0.7,Chr_8,133599
CC1G_05372,4,1.25,0.38,Chr_8,148820
CC1G_14937,4,1.72,0.65,Chr_8,169474
CC1G_05382,4,1.28,0.34,Chr_8,177109
CC1G_05383,4,1.17,0.29,Chr_8,178544
CC1G_05384,4,1.17,0.24,Chr_8,180096
CC1G_14939,11,1.36,0.36,Chr_8,198711
CC1G_14940,9,1.64,0.37,Chr_8,208493
CC1G_05396,9,1.61,0.33,Chr_8,209232
CC1G_14941,9,1.62,0.35,Chr_8,210470
CC1G_05398,10,1.61,0.34,Chr_8,214683
CC1G_05400,10,1.74,0.36,Chr_8,216943
CC1G_05401,10,1.66,0.32,Chr_8,219439
CC1G_05402,10,1.38,0.28,Chr_8,221018
CC1G_05403,10,1.57,0.31,Chr_8,223133
CC1G_05405,9,1.47,0.34,Chr_8,228469
CC1G_05408,8,1.85,0.52,Chr_8,237239
CC1G_14943,8,2.03,0.64,Chr_8,259426
CC1G_05415,8,2.06,0.56,Chr_8,261468
CC1G_05416,9,1.65,0.56,Chr_8,263155
CC1G_05417,10,1.74,0.57,Chr_8,266142
CC1G_05418,11,1.5,0.52,Chr_8,267309
CC1G_05419,11,1.51,0.52,Chr_8,270626
CC1G_05421,12,1.61,0.5,Chr_8,276149
CC1G_14944,12,1.62,0.55,Chr_8,278438
CC1G_05425,12,1.69,0.52,Chr_8,287076
CC1G_05426,12,1.75,0.54,Chr_8,287649
CC1G_14946,12,1.59,0.48,Chr_8,290878
CC1G_14947,11,1.72,0.5,Chr_8,292111
CC1G_05428,10,1.3,0.39,Chr_8,295831
CC1G_05431,9,1.18,0.35,Chr_8,304717
CC1G_05433,10,1.39,0.45,Chr_8,308534
CC1G_05435,10,1.6,0.64,Chr_8,313850
CC1G_05436,10,1.81,0.74,Chr_8,317742
CC1G_05438,11,1.83,0.66,Chr_8,325070
CC1G_05441,11,1.75,0.65,Chr_8,332602
CC1G_05442,10,1.83,0.63,Chr_8,334478
CC1G_05443,10,1.76,0.64,Chr_8,336236
CC1G_14949,9,1.89,0.76,Chr_8,339727
CC1G_05445,9,1.84,0.72,Chr_8,341911
CC1G_05446,8,1.95,0.84,Chr_8,343371
CC1G_07995,8,1.74,0.75,Chr_8,346911
CC1G_07999,8,2.07,0.9,Chr_8,354479
CC1G_08004,3,1.64,0.63,Chr_8,374072
CC1G_08009,3,2.43,1.15,Chr_8,394206
CC1G_08010,3,2.03,0.99,Chr_8,396299
CC1G_08012,3,1.9,0.55,Chr_8,401741
CC1G_14954,4,2.84,0.86,Chr_8,422615
CC1G_08022,5,1.89,0.49,Chr_8,433228
CC1G_14955,6,2.06,0.58,Chr_8,442284
CC1G_14956,7,2.21,0.65,Chr_8,445196
CC1G_08027,7,2.26,0.73,Chr_8,448376
CC1G_08028,7,2.34,0.77,Chr_8,451602
CC1G_08030,8,1.9,0.58,Chr_8,458381
CC1G_08034,8,1.76,0.52,Chr_8,469338
CC1G_08035,7,1.73,0.48,Chr_8,472630
CC1G_08036,6,1.96,0.63,Chr_8,476703
CC1G_08038,8,2.16,0.67,Chr_8,482625
CC1G_08039,7,2.1,0.63,Chr_8,485496
CC1G_08043,6,2.13,0.56,Chr_8,498096
CC1G_08047,5,2.13,0.59,Chr_8,502792
CC1G_08048,5,1.98,0.62,Chr_8,504726
CC1G_08052,3,2.15,0.6,Chr_8,511561
CC1G_03336,4,1.94,0.47,Chr_8,544831
CC1G_03342,4,1.66,0.41,Chr_8,557269
CC1G_03344,4,2.46,0.45,Chr_8,559345
CC1G_03345,4,2.26,0.48,Chr_8,561086
CC1G_03348,4,2.19,0.4,Chr_8,566604
CC1G_03357,3,2.13,0.64,Chr_8,599365
CC1G_03358,3,2.16,0.66,Chr_8,601307
CC1G_03359,4,1.76,0.38,Chr_8,605847
CC1G_03362,5,1.51,0.57,Chr_8,618399
CC1G_03366,4,2.4,0.78,Chr_8,629011
CC1G_03368,4,1.96,0.41,Chr_8,636290
CC1G_14966,6,1.4,0.66,Chr_8,651402
CC1G_03378,5,1.98,0.77,Chr_8,655967
CC1G_03379,5,2.03,0.88,Chr_8,662245
CC1G_03381,7,1.91,0.75,Chr_8,671121
CC1G_03382,7,1.89,0.74,Chr_8,673537
CC1G_03385,7,2,0.82,Chr_8,683017
CC1G_03387,7,2.06,1.03,Chr_8,687883
CC1G_14967,7,2.13,0.99,Chr_8,689444
CC1G_14970,6,2.26,0.95,Chr_8,704086
CC1G_03393,6,2.21,0.79,Chr_8,704779
CC1G_14971,5,2.44,0.73,Chr_8,708769
CC1G_03399,5,2.19,0.89,Chr_8,728762
CC1G_03408,3,2.39,0.68,Chr_8,750032
CC1G_03409,3,2.65,0.63,Chr_8,752759
CC1G_03412,3,2.29,0.76,Chr_8,758602
CC1G_03423,2,2.08,1.06,Chr_8,783271
CC1G_03429,3,2.39,0.81,Chr_8,803844
CC1G_14978,2,2.03,1.06,Chr_8,814463
CC1G_03437,3,2.18,1.13,Chr_8,817821
CC1G_03443,4,2.52,0.65,Chr_8,842545
CC1G_03449,4,2.7,0.78,Chr_8,854871
CC1G_03450,4,2.19,0.66,Chr_8,857084
CC1G_03452,4,3.38,0.93,Chr_8,860822
CC1G_03457,3,2.61,0.59,Chr_8,873886
CC1G_03469,1,2.38,0.33,Chr_8,899877
CC1G_07119,1,2.83,0.84,Chr_8,917661
CC1G_07138,1,4.23,0.23,Chr_8,962330
CC1G_07142,2,2.6,0.92,Chr_8,967270
CC1G_07154,2,3.45,0.74,Chr_8,988490
CC1G_07161,1,1.87,0.58,Chr_8,1007761
CC1G_07176,4,1.77,1.04,Chr_8,1062108
CC1G_07179,5,2.12,1.04,Chr_8,1067494
CC1G_07180,5,1.97,0.96,Chr_8,1072714
CC1G_07182,5,1.88,0.93,Chr_8,1078681
CC1G_07184,5,1.9,1.01,Chr_8,1082089
CC1G_07190,5,1.87,0.92,Chr_8,1090927
CC1G_14995,4,2.05,0.75,Chr_8,1112326
CC1G_07201,3,2.26,0.69,Chr_8,1117253
CC1G_11687,3,1.82,0.42,Chr_8,1130299
CC1G_11688,3,1.98,0.49,Chr_8,1133018
CC1G_02898,2,3.25,1.22,Chr_8,1203959
CC1G_02899,2,2.6,1.32,Chr_8,1207143
CC1G_02900,2,3.2,1.01,Chr_8,1209157
CC1G_02909,2,2.71,1.11,Chr_8,1235471
CC1G_02915,2,2.12,1.23,Chr_8,1247208
CC1G_15005,3,2.71,0.93,Chr_8,1260448
CC1G_02923,3,3.34,1.23,Chr_8,1274042
CC1G_02926,2,3.99,0.82,Chr_8,1286745
CC1G_02932,3,3.2,0.93,Chr_8,1297810
CC1G_02937,1,4.59,0.87,Chr_8,1319809
CC1G_02949,1,2.87,0.64,Chr_8,1349394
CC1G_02953,1,2.64,0.3,Chr_8,1361588
CC1G_02976,2,2.12,0.94,Chr_8,1446303
CC1G_02978,2,2.6,1.08,Chr_8,1450605
CC1G_02983,2,3.01,0.8,Chr_8,1465383
CC1G_03007,2,2.37,0.64,Chr_8,1525095
CC1G_03009,3,2.03,0.7,Chr_8,1530619
CC1G_15025,4,2.03,0.52,Chr_8,1547174
CC1G_03015,4,2.65,0.7,Chr_8,1554279
CC1G_03021,6,2.38,0.82,Chr_8,1570048
CC1G_03024,5,2.22,0.81,Chr_8,1577142
CC1G_03025,4,2.48,0.79,Chr_8,1579385
CC1G_03026,5,2.63,0.94,Chr_8,1586598
CC1G_03028,5,2.49,0.88,Chr_8,1590791
CC1G_03033,2,2.04,0.83,Chr_8,1605371
CC1G_15035,4,2.89,1.24,Chr_8,1671900
CC1G_15036,4,2.57,1.08,Chr_8,1672654
CC1G_04956,4,2.53,1,Chr_8,1674246
CC1G_04958,4,2.4,0.99,Chr_8,1680110
CC1G_04959,4,2.91,1.2,Chr_8,1683543
CC1G_04974,1,3.41,1.12,Chr_8,1714208
CC1G_04982,2,2.39,0.86,Chr_8,1738677
CC1G_04986,3,2.91,1.01,Chr_8,1748466
CC1G_04994,7,1.97,0.75,Chr_8,1768188
CC1G_04995,7,2.08,0.78,Chr_8,1770513
CC1G_04997,6,2.08,0.89,Chr_8,1774341
CC1G_15043,8,1.9,0.64,Chr_8,1780901
CC1G_05003,8,2.12,0.72,Chr_8,1786497
CC1G_05005,8,2.23,0.79,Chr_8,1788317
CC1G_05008,9,2.29,0.66,Chr_8,1792731
CC1G_15045,7,2.46,0.77,Chr_8,1800419
CC1G_05012,7,2.61,0.84,Chr_8,1804464
CC1G_05018,5,2.42,0.7,Chr_8,1817658
CC1G_05019,4,2.65,0.52,Chr_8,1821240
CC1G_15048,2,4.46,0.88,Chr_8,1832118
CC1G_15051,3,3.9,0.9,Chr_8,1863948
CC1G_15052,4,3.62,0.92,Chr_8,1878173
CC1G_15053,5,3.18,0.94,Chr_8,1879827
CC1G_05035,5,2.66,0.94,Chr_8,1882880
CC1G_05039,6,2.9,0.89,Chr_8,1894589
CC1G_15056,6,2.89,0.78,Chr_8,1903400
CC1G_05043,5,2.19,0.85,Chr_8,1908313
CC1G_05044,5,2.12,0.82,Chr_8,1910501
CC1G_05049,5,1.87,0.86,Chr_8,1921122
CC1G_05051,5,2.09,0.73,Chr_8,1932016
CC1G_05054,5,2.44,0.87,Chr_8,1939909
CC1G_05057,5,2.24,0.8,Chr_8,1953094
CC1G_05060,6,3,0.82,Chr_8,1960213
CC1G_05061,6,3.2,0.8,Chr_8,1961516
CC1G_05065,6,3.24,1,Chr_8,1968165
CC1G_05070,7,3.33,0.94,Chr_8,1980190
CC1G_05071,7,2.8,0.94,Chr_8,1983705
CC1G_15059,5,3.47,0.84,Chr_8,1992924
CC1G_12437,6,2.85,0.84,Chr_8,2001482
CC1G_12438,6,3.08,0.92,Chr_8,2003353
CC1G_12446,6,3.03,0.55,Chr_8,2018705
CC1G_12448,7,6.46,0.68,Chr_8,2022267
CC1G_12260,5,6.94,0.5,Chr_8,2034981
CC1G_12262,5,7.54,0.57,Chr_8,2039455
CC1G_12263,5,7.5,0.59,Chr_8,2041866
CC1G_12267,4,2.76,0.32,Chr_8,2046799
CC1G_15065,4,1.42,0.55,Chr_8,2083146
CC1G_15066,5,1.66,0.59,Chr_8,2086710
CC1G_12992,6,1.63,0.58,Chr_8,2092284
CC1G_15067,6,1.63,0.51,Chr_8,2093028
CC1G_03037,7,1.33,0.44,Chr_8,2101094
CC1G_03040,9,1.29,0.47,Chr_8,2109090
CC1G_03042,10,1.2,0.43,Chr_8,2112991
CC1G_03046,8,1.26,0.43,Chr_8,2124984
CC1G_03047,7,1.11,0.34,Chr_8,2126184
CC1G_03049,7,1.11,0.36,Chr_8,2131177
CC1G_03050,7,0.9,0.28,Chr_8,2132196
CC1G_03052,7,1.65,0.5,Chr_8,2135582
CC1G_03053,8,1.54,0.5,Chr_8,2137168
CC1G_03060,9,1.26,0.56,Chr_8,2159259
CC1G_03062,8,1.72,0.63,Chr_8,2162161
CC1G_03063,8,1.63,0.6,Chr_8,2164093
CC1G_03064,8,1.6,0.63,Chr_8,2166289
CC1G_03065,9,1.71,0.66,Chr_8,2167407
CC1G_03066,9,1.88,0.75,Chr_8,2170057
CC1G_03067,9,1.91,0.75,Chr_8,2173045
CC1G_03069,11,1.63,0.67,Chr_8,2177620
CC1G_15074,11,1.62,0.69,Chr_8,2188540
CC1G_15077,9,1.36,0.57,Chr_8,2191700
CC1G_03075,6,1.76,0.7,Chr_8,2198924
CC1G_03076,6,1.9,0.78,Chr_8,2201973
CC1G_03077,5,1.62,0.77,Chr_8,2203008
CC1G_03081,5,1.58,0.63,Chr_8,2209062
CC1G_03092,7,1.96,0.73,Chr_8,2239076
CC1G_03093,7,2.16,0.75,Chr_8,2241680
CC1G_03094,8,1.96,0.72,Chr_8,2243212
CC1G_03095,8,1.96,0.76,Chr_8,2245047
CC1G_03098,8,2.12,0.8,Chr_8,2252350
CC1G_03099,8,1.91,0.72,Chr_8,2253995
CC1G_15078,8,1.76,0.72,Chr_8,2255692
CC1G_03100,8,1.85,0.71,Chr_8,2257308
CC1G_03103,7,2.29,0.79,Chr_8,2267485
CC1G_03108,4,2.17,0.76,Chr_8,2285584
CC1G_03112,7,1.72,0.79,Chr_8,2299867
CC1G_03113,7,1.63,0.74,Chr_8,2303520
CC1G_15084,8,1.86,0.77,Chr_8,2308414
CC1G_15085,7,1.67,0.7,Chr_8,2313274
CC1G_15087,8,1.88,0.73,Chr_8,2319318
CC1G_03116,8,1.76,0.59,Chr_8,2320133
CC1G_03117,8,1.92,0.73,Chr_8,2322693
CC1G_03120,7,1.43,0.63,Chr_8,2332449
CC1G_03122,5,1.26,0.62,Chr_8,2338645
CC1G_03127,3,2.82,0.51,Chr_8,2349740
CC1G_03131,1,1.68,0.58,Chr_8,2364093
CC1G_03145,4,0.82,0.38,Chr_8,2390756
CC1G_03147,4,1.01,0.44,Chr_8,2397366
CC1G_03152,7,1.74,0.54,Chr_8,2405086
CC1G_03154,8,1.63,0.56,Chr_8,2410237
CC1G_03155,8,1.79,0.59,Chr_8,2412645
CC1G_03158,11,1.66,0.61,Chr_8,2423514
CC1G_03160,13,1.44,0.69,Chr_8,2427173
CC1G_03161,13,1.62,0.68,Chr_8,2429146
CC1G_03163,14,1.89,0.72,Chr_8,2434973
CC1G_15096,13,1.99,0.71,Chr_8,2439143
CC1G_03165,13,2.16,0.78,Chr_8,2441049
CC1G_03166,13,2.04,0.73,Chr_8,2444362
CC1G_03167,13,2.05,0.71,Chr_8,2446322
CC1G_03168,14,2.15,0.8,Chr_8,2448435
CC1G_03169,14,2.19,0.74,Chr_8,2450489
CC1G_15097,14,2.21,0.75,Chr_8,2451838
CC1G_03171,12,1.85,0.76,Chr_8,2456597
CC1G_03172,12,2.06,0.85,Chr_8,2457915
CC1G_03173,11,2.03,0.86,Chr_8,2460797
CC1G_15099,10,2.01,0.72,Chr_8,2471497
CC1G_03179,9,2.07,0.82,Chr_8,2474705
CC1G_03182,5,1.94,0.68,Chr_8,2487367
CC1G_03183,5,1.97,0.66,Chr_8,2490030
CC1G_03184,5,2.16,0.74,Chr_8,2492418
CC1G_13142,3,1.67,0.7,Chr_8,2500841
CC1G_15101,3,0.99,0.35,Chr_9,7884
CC1G_06984,5,1.1,0.38,Chr_9,18543
CC1G_15102,5,1.34,0.46,Chr_9,20273
CC1G_06988,5,1.08,0.36,Chr_9,32142
CC1G_15103,5,1.22,0.49,Chr_9,37598
CC1G_06992,5,1.29,0.54,Chr_9,42361
CC1G_06994,2,1.67,0.52,Chr_9,59846
CC1G_07003,5,1.56,0.35,Chr_9,91353
CC1G_07004,5,1.56,0.35,Chr_9,94840
CC1G_07006,6,1.66,0.32,Chr_9,99222
CC1G_07007,7,1.99,0.38,Chr_9,100668
CC1G_07008,7,1.74,0.34,Chr_9,103989
CC1G_07009,8,1.77,0.33,Chr_9,107209
CC1G_07011,8,2.17,0.45,Chr_9,121413
CC1G_07012,10,2.41,0.48,Chr_9,125215
CC1G_07016,8,2.78,0.54,Chr_9,130369
CC1G_07017,7,2.86,0.54,Chr_9,133858
CC1G_07019,9,2.55,0.51,Chr_9,143989
CC1G_07020,8,2.39,0.53,Chr_9,146834
CC1G_07021,8,2.61,0.51,Chr_9,148683
CC1G_07022,9,2.22,0.55,Chr_9,149971
CC1G_07025,7,2.48,0.64,Chr_9,159758
CC1G_07026,7,2.41,0.58,Chr_9,162930
CC1G_07030,7,1.88,0.42,Chr_9,174886
CC1G_07031,9,1.89,0.57,Chr_9,182865
CC1G_07034,9,2.17,0.62,Chr_9,192721
CC1G_07035,9,2.06,0.59,Chr_9,193949
CC1G_07036,10,1.82,0.52,Chr_9,197617
CC1G_07037,10,1.7,0.44,Chr_9,200055
CC1G_07038,11,1.36,0.32,Chr_9,202781
CC1G_07039,11,1.53,0.35,Chr_9,206466
CC1G_07040,10,1.47,0.39,Chr_9,208595
CC1G_12692,12,1.41,0.36,Chr_9,209702
CC1G_15115,11,1.77,0.45,Chr_9,222402
CC1G_15116,10,1.76,0.46,Chr_9,223611
CC1G_12696,10,1.87,0.51,Chr_9,227212
CC1G_15117,7,1.3,0.32,Chr_9,233965
CC1G_12699,7,1.35,0.33,Chr_9,234331
CC1G_09358,8,1.21,0.27,Chr_9,242508
CC1G_09360,8,1.5,0.36,Chr_9,249874
CC1G_09361,7,2.39,0.61,Chr_9,261415
CC1G_09362,7,2.01,0.56,Chr_9,262767
CC1G_09364,9,2.16,0.53,Chr_9,270023
CC1G_09366,10,2.27,0.56,Chr_9,274640
CC1G_09368,9,2.15,0.52,Chr_9,279098
CC1G_15120,12,2.22,0.52,Chr_9,285715
CC1G_15121,10,2.25,0.58,Chr_9,288439
CC1G_09373,10,2.34,0.55,Chr_9,290674
CC1G_09374,11,2.46,0.61,Chr_9,293627
CC1G_09375,11,2.25,0.57,Chr_9,297310
CC1G_15122,11,2.44,0.69,Chr_9,306432
CC1G_15123,11,2.29,0.68,Chr_9,307434
CC1G_15124,11,2.36,0.67,Chr_9,310333
CC1G_09381,9,2.41,0.68,Chr_9,317308
CC1G_09382,9,2.65,0.69,Chr_9,320169
CC1G_15125,8,2.6,0.66,Chr_9,322640
CC1G_09386,9,2.5,0.74,Chr_9,327171
CC1G_09389,8,2.52,0.96,Chr_9,339587
CC1G_15126,7,2.65,1.04,Chr_9,342975
CC1G_09391,7,2.73,0.82,Chr_9,352002
CC1G_09392,6,2.58,0.75,Chr_9,353728
CC1G_09395,9,2.11,0.73,Chr_9,364039
CC1G_15128,8,1.56,0.67,Chr_9,371712
CC1G_09400,9,1.54,0.66,Chr_9,373379
CC1G_15129,7,1.05,0.32,Chr_9,381274
CC1G_15130,8,1.55,0.53,Chr_9,387866
CC1G_12725,8,1.57,0.55,Chr_9,388248
CC1G_12726,8,1.35,0.46,Chr_9,391752
CC1G_15131,7,1.18,0.4,Chr_9,397174
CC1G_07425,6,0.65,0.15,Chr_9,408344
CC1G_07428,4,1.2,0.36,Chr_9,415069
CC1G_07432,3,1.67,0.67,Chr_9,431969
CC1G_07437,4,2.86,0.69,Chr_9,450489
CC1G_07441,4,2.8,0.8,Chr_9,461578
CC1G_07444,5,2.5,0.75,Chr_9,469686
CC1G_07445,5,2.32,0.84,Chr_9,474422
CC1G_07446,5,2.39,0.71,Chr_9,477458
CC1G_07448,6,2.35,0.61,Chr_9,488343
CC1G_07452,9,2.17,0.79,Chr_9,501762
CC1G_07453,8,1.96,0.79,Chr_9,505746
CC1G_07456,9,1.98,0.77,Chr_9,512584
CC1G_07457,9,2.01,0.77,Chr_9,514259
CC1G_07458,9,2.16,0.68,Chr_9,516352
CC1G_07459,9,2.07,0.67,Chr_9,518290
CC1G_07460,9,2.08,0.71,Chr_9,520113
CC1G_07461,10,2.15,0.7,Chr_9,523130
CC1G_07467,10,2.37,0.79,Chr_9,536803
CC1G_15136,10,2.28,0.84,Chr_9,539076
CC1G_07469,6,2.46,0.82,Chr_9,545816
CC1G_07470,6,2.6,0.8,Chr_9,550942
CC1G_07471,7,2.18,0.77,Chr_9,554109
CC1G_07474,8,2.17,0.66,Chr_9,563022
CC1G_07478,8,2,0.68,Chr_9,575919
CC1G_07479,7,2.19,0.74,Chr_9,577800
CC1G_07480,6,1.98,0.68,Chr_9,579940
CC1G_07482,8,1.86,0.72,Chr_9,587730
CC1G_07484,8,1.88,0.72,Chr_9,589717
CC1G_07487,9,1.93,0.68,Chr_9,596612
CC1G_15139,8,2.05,0.76,Chr_9,605834
CC1G_10700,9,2.05,0.73,Chr_9,609379
