model1	model2	ds	dn	dsdn
Ccin:CC1G_04090T0	Ccin:CC1G_11347T0	NA	0.88	NA
Ccin:CC1G_09679T0	Ccin:CC1G_11347T0	NA	0.99	NA
Ccin:CC1G_14707T0	Ccin:CC1G_11347T0	NA	0.89	NA
Ccin:CC1G_01242T0	Ccin:CC1G_11347T0	NA	0.85	NA
Ccin:CC1G_06026T0	Ccin:CC1G_11347T0	NA	0.80	NA
Ccin:CC1G_10143T0	Ccin:CC1G_11347T0	NA	0.86	NA
Ccin:CC1G_09079T0	Ccin:CC1G_03331T0	2.11	1.48	1.43
Ccin:CC1G_05977T0	Ccin:CC1G_03331T0	2.53	1.05	2.42
Ccin:CC1G_13249T0	Ccin:CC1G_03331T0	3.54	1.20	2.96
Ccin:CC1G_09091T0	Ccin:CC1G_03331T0	2.39	1.61	1.48
Ccin:CC1G_09086T0	Ccin:CC1G_03331T0	2.06	1.61	1.28
Ccin:CC1G_01075T0	Ccin:CC1G_03331T0	3.30	1.25	2.65
Ccin:CC1G_13247T0	Ccin:CC1G_02626T0	1.32	1.10	1.20
Ccin:CC1G_09632T0	Ccin:CC1G_02626T0	2.43	1.64	1.48
Ccin:CC1G_12277T0	Ccin:CC1G_02626T0	NA	1.38	NA
Ccin:CC1G_01083T0	Ccin:CC1G_02626T0	1.66	1.35	1.23
Ccin:CC1G_02802T0	Ccin:CC1G_02626T0	4.27	1.22	3.50
Ccin:CC1G_07495T0	Ccin:CC1G_02626T0	NA	0.99	NA
Ccin:CC1G_05546T0	Ccin:CC1G_02626T0	1.59	1.05	1.51
Ccin:CC1G_15754T0	Ccin:CC1G_02626T0	3.97	1.00	3.98
Ccin:CC1G_04801T0	Ccin:CC1G_02626T0	3.26	1.36	2.40
Ccin:CC1G_05849T0	Ccin:CC1G_02626T0	4.51	1.26	3.57
Ccin:CC1G_13249T0	Ccin:CC1G_02626T0	NA	1.10	NA
Ccin:CC1G_09091T0	Ccin:CC1G_02626T0	NA	0.99	NA
Ccin:CC1G_09086T0	Ccin:CC1G_02626T0	NA	1.03	NA
Ccin:CC1G_01075T0	Ccin:CC1G_02626T0	NA	1.40	NA
Ccin:CC1G_03331T0	Ccin:CC1G_02626T0	2.10	0.98	2.15
Ccin:CC1G_13247T0	Ccin:CC1G_14319T0	2.59	1.11	2.33
Ccin:CC1G_09632T0	Ccin:CC1G_14319T0	2.52	1.12	2.25
Ccin:CC1G_12277T0	Ccin:CC1G_14319T0	NA	0.86	NA
Ccin:CC1G_01083T0	Ccin:CC1G_14319T0	1.86	1.28	1.45
Ccin:CC1G_02802T0	Ccin:CC1G_14319T0	2.11	1.08	1.96
Ccin:CC1G_07495T0	Ccin:CC1G_14319T0	3.12	1.32	2.37
Ccin:CC1G_05546T0	Ccin:CC1G_14319T0	2.71	1.44	1.88
Ccin:CC1G_05849T0	Ccin:CC1G_14319T0	1.49	1.04	1.42
Ccin:CC1G_09083T0	Ccin:CC1G_14319T0	NA	1.31	NA
Ccin:CC1G_09079T0	Ccin:CC1G_14319T0	2.16	1.15	1.89
Ccin:CC1G_05977T0	Ccin:CC1G_14319T0	3.46	1.31	2.63
Ccin:CC1G_12752T0	Ccin:CC1G_01622T0	NA	0.53	NA
Ccin:CC1G_09086T0	Ccin:CC1G_14319T0	NA	1.20	NA
Ccin:CC1G_04037T0	Ccin:CC1G_01622T0	4.39	0.67	6.60
Ccin:CC1G_01075T0	Ccin:CC1G_14319T0	NA	0.82	NA
Ccin:CC1G_03331T0	Ccin:CC1G_14319T0	2.34	1.23	1.90
Ccin:CC1G_02626T0	Ccin:CC1G_14319T0	4.48	0.72	6.20
Ccin:CC1G_13247T0	Ccin:CC1G_02627T0	1.58	0.85	1.86
Ccin:CC1G_09632T0	Ccin:CC1G_02627T0	NA	1.36	NA
Ccin:CC1G_12277T0	Ccin:CC1G_02627T0	2.29	1.36	1.69
Ccin:CC1G_01083T0	Ccin:CC1G_02627T0	2.53	1.35	1.87
Ccin:CC1G_02802T0	Ccin:CC1G_02627T0	2.32	1.27	1.82
Ccin:CC1G_07495T0	Ccin:CC1G_02627T0	NA	1.11	NA
Ccin:CC1G_05546T0	Ccin:CC1G_02627T0	NA	1.11	NA
Ccin:CC1G_15754T0	Ccin:CC1G_02627T0	NA	1.10	NA
Ccin:CC1G_04801T0	Ccin:CC1G_02627T0	4.61	1.20	3.83
Ccin:CC1G_05849T0	Ccin:CC1G_02627T0	4.10	1.27	3.23
Ccin:CC1G_09083T0	Ccin:CC1G_02627T0	2.59	1.07	2.43
Ccin:CC1G_09079T0	Ccin:CC1G_02627T0	4.46	1.09	4.08
Ccin:CC1G_05977T0	Ccin:CC1G_02627T0	2.22	1.07	2.08
Ccin:CC1G_01643T0	Ccin:CC1G_01582T0	NA	0.38	NA
Ccin:CC1G_13249T0	Ccin:CC1G_02627T0	2.62	1.10	2.39
Ccin:CC1G_01621T0	Ccin:CC1G_01582T0	NA	0.33	NA
Ccin:CC1G_09091T0	Ccin:CC1G_02627T0	NA	1.04	NA
Ccin:CC1G_01585T0	Ccin:CC1G_01582T0	NA	0.40	NA
Ccin:CC1G_09086T0	Ccin:CC1G_02627T0	NA	1.02	NA
Ccin:CC1G_01075T0	Ccin:CC1G_02627T0	NA	1.22	NA
Ccin:CC1G_03331T0	Ccin:CC1G_02627T0	NA	0.95	NA
Ccin:CC1G_02626T0	Ccin:CC1G_02627T0	NA	0.76	NA
Ccin:CC1G_14319T0	Ccin:CC1G_02627T0	NA	1.13	NA
Ccin:CC1G_13247T0	Ccin:CC1G_04751T0	1.86	0.78	2.40
Ccin:CC1G_09632T0	Ccin:CC1G_04751T0	3.60	1.71	2.10
Ccin:CC1G_12277T0	Ccin:CC1G_04751T0	NA	1.44	NA
Ccin:CC1G_01083T0	Ccin:CC1G_04751T0	3.06	1.21	2.52
Ccin:CC1G_02802T0	Ccin:CC1G_04751T0	3.23	1.15	2.80
Ccin:CC1G_07495T0	Ccin:CC1G_04751T0	1.99	0.97	2.04
Ccin:CC1G_05546T0	Ccin:CC1G_04751T0	2.14	0.93	2.31
Ccin:CC1G_15754T0	Ccin:CC1G_04751T0	2.68	1.10	2.43
Ccin:CC1G_04801T0	Ccin:CC1G_04751T0	2.32	1.18	1.97
Ccin:CC1G_01582T0	Ccin:CC1G_01619T0	NA	0.36	NA
Ccin:CC1G_05849T0	Ccin:CC1G_04751T0	1.71	1.28	1.34
Ccin:CC1G_12756T0	Ccin:CC1G_01583T0	NA	0.84	NA
Ccin:CC1G_09083T0	Ccin:CC1G_04751T0	3.05	1.04	2.94
Ccin:CC1G_12752T0	Ccin:CC1G_01583T0	NA	0.41	NA
Ccin:CC1G_09079T0	Ccin:CC1G_04751T0	NA	1.05	NA
Ccin:CC1G_04037T0	Ccin:CC1G_01583T0	3.00	0.66	4.56
Ccin:CC1G_05977T0	Ccin:CC1G_04751T0	3.02	1.18	2.57
Ccin:CC1G_01643T0	Ccin:CC1G_01583T0	NA	0.48	NA
Ccin:CC1G_13249T0	Ccin:CC1G_04751T0	2.37	1.04	2.28
Ccin:CC1G_01621T0	Ccin:CC1G_01583T0	3.46	0.39	8.98
Ccin:CC1G_09091T0	Ccin:CC1G_04751T0	NA	1.10	NA
Ccin:CC1G_01585T0	Ccin:CC1G_01583T0	NA	0.41	NA
Ccin:CC1G_09086T0	Ccin:CC1G_04751T0	NA	1.09	NA
Ccin:CC1G_01075T0	Ccin:CC1G_04751T0	NA	1.21	NA
Ccin:CC1G_03331T0	Ccin:CC1G_04751T0	2.18	1.02	2.13
Ccin:CC1G_02626T0	Ccin:CC1G_04751T0	2.72	0.86	3.16
Ccin:CC1G_14319T0	Ccin:CC1G_04751T0	1.35	0.70	1.94
Ccin:CC1G_01619T0	Ccin:CC1G_01583T0	NA	0.41	NA
Ccin:CC1G_02627T0	Ccin:CC1G_04751T0	4.45	0.80	5.57
Ccin:CC1G_12756T0	Ccin:CC1G_01599T0	2.83	0.79	3.59
Ccin:CC1G_13247T0	Ccin:CC1G_04752T0	NA	0.96	NA
Ccin:CC1G_12752T0	Ccin:CC1G_01599T0	NA	0.42	NA
Ccin:CC1G_09632T0	Ccin:CC1G_04752T0	2.59	1.68	1.54
Ccin:CC1G_12277T0	Ccin:CC1G_04752T0	2.31	1.51	1.53
Ccin:CC1G_04037T0	Ccin:CC1G_01599T0	NA	0.65	NA
Ccin:CC1G_01083T0	Ccin:CC1G_04752T0	2.72	1.32	2.06
Ccin:CC1G_01643T0	Ccin:CC1G_01599T0	NA	0.45	NA
Ccin:CC1G_02802T0	Ccin:CC1G_04752T0	2.87	1.15	2.49
Ccin:CC1G_01621T0	Ccin:CC1G_01599T0	NA	0.43	NA
Ccin:CC1G_01585T0	Ccin:CC1G_01599T0	NA	0.29	NA
Ccin:CC1G_07495T0	Ccin:CC1G_04752T0	2.02	1.05	1.92
Ccin:CC1G_01622T0	Ccin:CC1G_01599T0	NA	0.43	NA
Ccin:CC1G_05546T0	Ccin:CC1G_04752T0	2.31	0.96	2.40
Ccin:CC1G_01620T0	Ccin:CC1G_01599T0	NA	0.41	NA
Ccin:CC1G_15754T0	Ccin:CC1G_04752T0	NA	1.01	NA
Ccin:CC1G_01582T0	Ccin:CC1G_01599T0	NA	0.36	NA
Ccin:CC1G_04801T0	Ccin:CC1G_04752T0	3.39	1.31	2.59
Ccin:CC1G_05849T0	Ccin:CC1G_04752T0	3.05	1.24	2.46
Ccin:CC1G_01619T0	Ccin:CC1G_01599T0	NA	0.43	NA
Ccin:CC1G_09083T0	Ccin:CC1G_04752T0	NA	1.02	NA
Ccin:CC1G_01583T0	Ccin:CC1G_01599T0	NA	0.38	NA
Ccin:CC1G_09079T0	Ccin:CC1G_04752T0	2.44	1.07	2.29
Ccin:CC1G_12756T0	Ccin:CC1G_01638T0	NA	0.79	NA
Ccin:CC1G_05977T0	Ccin:CC1G_04752T0	NA	1.16	NA
Ccin:CC1G_12752T0	Ccin:CC1G_01638T0	NA	0.40	NA
Ccin:CC1G_13249T0	Ccin:CC1G_04752T0	2.18	1.18	1.84
Ccin:CC1G_09091T0	Ccin:CC1G_04752T0	3.66	1.15	3.17
Ccin:CC1G_01621T0	Ccin:CC1G_01638T0	NA	0.31	NA
Ccin:CC1G_01585T0	Ccin:CC1G_01638T0	NA	0.41	NA
Ccin:CC1G_01622T0	Ccin:CC1G_01638T0	NA	0.28	NA
Ccin:CC1G_14319T0	Ccin:CC1G_04752T0	2.57	0.69	3.72
Ccin:CC1G_01620T0	Ccin:CC1G_01638T0	NA	0.31	NA
Ccin:CC1G_02627T0	Ccin:CC1G_04752T0	NA	0.72	NA
Ccin:CC1G_04751T0	Ccin:CC1G_04752T0	1.43	0.47	3.01
Ccin:CC1G_01582T0	Ccin:CC1G_01638T0	NA	0.24	NA
Ccin:CC1G_13247T0	Ccin:CC1G_04753T0	NA	1.03	NA
Ccin:CC1G_01619T0	Ccin:CC1G_01638T0	NA	0.34	NA
Ccin:CC1G_01643T0	Ccin:CC1G_01584T0	NA	0.46	NA
Ccin:CC1G_01621T0	Ccin:CC1G_01584T0	NA	0.44	NA
Ccin:CC1G_01585T0	Ccin:CC1G_01584T0	NA	0.43	NA
Ccin:CC1G_01599T0	Ccin:CC1G_01584T0	NA	0.39	NA
Ccin:CC1G_01638T0	Ccin:CC1G_01584T0	NA	0.38	NA
Ccin:CC1G_03631T0	Ccin:CC1G_02923T0	3.73	1.21	3.09
Ccin:CC1G_03631T0	Ccin:CC1G_06717T0	3.74	1.74	2.15
Ccin:CC1G_02923T0	Ccin:CC1G_06717T0	3.39	1.28	2.65
Ccin:CC1G_03631T0	Ccin:CC1G_03362T0	NA	1.02	NA
Ccin:CC1G_02923T0	Ccin:CC1G_03362T0	NA	0.83	NA
Ccin:CC1G_06717T0	Ccin:CC1G_03362T0	3.05	0.98	3.11
Ccin:CC1G_03631T0	Ccin:CC1G_11755T0	NA	0.92	NA
Ccin:CC1G_02923T0	Ccin:CC1G_11755T0	4.41	0.77	5.73
Ccin:CC1G_06717T0	Ccin:CC1G_11755T0	NA	0.92	NA
Ccin:CC1G_03362T0	Ccin:CC1G_11755T0	NA	0.69	NA
Ccin:CC1G_03631T0	Ccin:CC1G_06213T0	NA	0.90	NA
Ccin:CC1G_02923T0	Ccin:CC1G_06213T0	NA	0.81	NA
Ccin:CC1G_03362T0	Ccin:CC1G_02631T0	2.95	0.80	3.69
Ccin:CC1G_02631T0	Ccin:CC1G_02978T0	NA	0.53	NA
Ccin:CC1G_03631T0	Ccin:CC1G_06591T0	NA	1.05	NA
Ccin:CC1G_02923T0	Ccin:CC1G_06591T0	3.60	0.94	3.84
Ccin:CC1G_06717T0	Ccin:CC1G_06591T0	2.97	1.07	2.77
Ccin:CC1G_03362T0	Ccin:CC1G_06591T0	3.61	0.67	5.38
Ccin:CC1G_03362T0	Ccin:CC1G_12010T0	NA	0.80	NA
Ccin:CC1G_11755T0	Ccin:CC1G_12010T0	NA	0.61	NA
Ccin:CC1G_02631T0	Ccin:CC1G_12010T0	NA	0.54	NA
Ccin:CC1G_02978T0	Ccin:CC1G_12010T0	NA	0.73	NA
Ccin:CC1G_06591T0	Ccin:CC1G_12010T0	NA	0.66	NA
Ccin:CC1G_11770T0	Ccin:CC1G_03359T0	1.87	1.34	1.40
Ccin:CC1G_08228T0	Ccin:CC1G_03359T0	2.25	1.40	1.61
Ccin:CC1G_03359T0	Ccin:CC1G_04742T0	NA	1.18	NA
Ccin:CC1G_10292T0	Ccin:CC1G_04742T0	NA	1.19	NA
Ccin:CC1G_11770T0	Ccin:CC1G_04784T0	NA	1.70	NA
Ccin:CC1G_08228T0	Ccin:CC1G_04784T0	2.04	1.34	1.52
Ccin:CC1G_03359T0	Ccin:CC1G_04784T0	1.68	1.55	1.08
Ccin:CC1G_10292T0	Ccin:CC1G_04784T0	2.06	1.15	1.79
Ccin:CC1G_04742T0	Ccin:CC1G_04784T0	3.99	1.36	2.93
Ccin:CC1G_11770T0	Ccin:CC1G_04700T0	2.10	1.36	1.55
Ccin:CC1G_08228T0	Ccin:CC1G_04700T0	NA	1.52	NA
Ccin:CC1G_03359T0	Ccin:CC1G_04700T0	2.17	1.00	2.17
Ccin:CC1G_10292T0	Ccin:CC1G_04700T0	3.96	1.09	3.63
Ccin:CC1G_04784T0	Ccin:CC1G_05631T0	1.88	1.06	1.77
Ccin:CC1G_04700T0	Ccin:CC1G_05631T0	NA	0.83	NA
Ccin:CC1G_11256T0	Ccin:CC1G_12957T0	NA	1.05	NA
Ccin:CC1G_08741T0	Ccin:CC1G_12570T0	NA	0.68	NA
Ccin:CC1G_08741T0	Ccin:CC1G_01274T0	NA	1.11	NA
Ccin:CC1G_08741T0	Ccin:CC1G_07897T0	NA	0.99	NA
Ccin:CC1G_12570T0	Ccin:CC1G_07897T0	3.11	0.95	3.26
Ccin:CC1G_01274T0	Ccin:CC1G_07897T0	NA	1.00	NA
Ccin:CC1G_08741T0	Ccin:CC1G_09107T0	3.60	0.59	6.11
Ccin:CC1G_15460T0	Ccin:CC1G_13393T0	0.08	0.06	1.50
Ccin:CC1G_15066T0	Ccin:CC1G_15459T0	1.55	0.96	1.61
Ccin:CC1G_15460T0	Ccin:CC1G_15459T0	NA	1.43	NA
Ccin:CC1G_13393T0	Ccin:CC1G_15459T0	NA	1.27	NA
Ccin:CC1G_15066T0	Ccin:CC1G_13392T0	1.71	0.92	1.86
Ccin:CC1G_15460T0	Ccin:CC1G_13392T0	NA	1.42	NA
Ccin:CC1G_13393T0	Ccin:CC1G_13392T0	NA	1.24	NA
Ccin:CC1G_01083T0	Ccin:CC1G_04778T0	2.91	1.19	2.44
Ccin:CC1G_13393T0	Ccin:CC1G_15352T0	2.92	0.81	3.61
Ccin:CC1G_15459T0	Ccin:CC1G_15352T0	NA	0.93	NA
Ccin:CC1G_13392T0	Ccin:CC1G_15352T0	NA	0.94	NA
Ccin:CC1G_07273T0	Ccin:CC1G_15352T0	NA	0.81	NA
Ccin:CC1G_05602T0	Ccin:CC1G_15352T0	NA	0.95	NA
Ccin:CC1G_04751T0	Ccin:CC1G_04778T0	2.42	1.05	2.30
Ccin:CC1G_12466T0	Ccin:CC1G_15352T0	NA	0.90	NA
Ccin:CC1G_04752T0	Ccin:CC1G_04778T0	2.07	1.20	1.73
Ccin:CC1G_15066T0	Ccin:CC1G_13301T0	NA	0.86	NA
Ccin:CC1G_04753T0	Ccin:CC1G_04778T0	NA	1.25	NA
Ccin:CC1G_15460T0	Ccin:CC1G_13301T0	NA	1.42	NA
Ccin:CC1G_13393T0	Ccin:CC1G_13301T0	NA	1.13	NA
Ccin:CC1G_13392T0	Ccin:CC1G_13301T0	NA	1.59	NA
Ccin:CC1G_07273T0	Ccin:CC1G_13301T0	4.30	1.38	3.11
Ccin:CC1G_05602T0	Ccin:CC1G_13301T0	NA	1.14	NA
Ccin:CC1G_12466T0	Ccin:CC1G_13301T0	NA	1.19	NA
Ccin:CC1G_12466T0	Ccin:CC1G_09541T0	NA	0.74	NA
Ccin:CC1G_09079T0	Ccin:CC1G_12564T0	2.59	1.35	1.91
Ccin:CC1G_15352T0	Ccin:CC1G_09541T0	NA	0.76	NA
Ccin:CC1G_05977T0	Ccin:CC1G_12564T0	NA	1.34	NA
Ccin:CC1G_13301T0	Ccin:CC1G_09541T0	NA	1.26	NA
Ccin:CC1G_13249T0	Ccin:CC1G_12564T0	3.79	1.25	3.03
Ccin:CC1G_09086T0	Ccin:CC1G_12564T0	3.86	1.64	2.36
Ccin:CC1G_13393T0	Ccin:CC1G_06101T0	NA	0.78	NA
Ccin:CC1G_01075T0	Ccin:CC1G_12564T0	NA	1.12	NA
Ccin:CC1G_15459T0	Ccin:CC1G_06101T0	NA	0.81	NA
Ccin:CC1G_13392T0	Ccin:CC1G_06101T0	NA	0.83	NA
Ccin:CC1G_05602T0	Ccin:CC1G_06101T0	NA	0.90	NA
Ccin:CC1G_12466T0	Ccin:CC1G_06101T0	NA	0.88	NA
Ccin:CC1G_15352T0	Ccin:CC1G_06101T0	NA	0.78	NA
Ccin:CC1G_13301T0	Ccin:CC1G_06101T0	0.71	0.21	3.34
Ccin:CC1G_09541T0	Ccin:CC1G_06101T0	0.69	0.12	5.58
Ccin:CC1G_07560T0	Ccin:CC1G_14440T0	2.83	1.38	2.05
Ccin:CC1G_11810T0	Ccin:CC1G_14440T0	NA	1.65	NA
Ccin:CC1G_07560T0	Ccin:CC1G_09212T0	2.01	1.35	1.49
Ccin:CC1G_11810T0	Ccin:CC1G_09212T0	3.36	1.07	3.15
Ccin:CC1G_14440T0	Ccin:CC1G_09212T0	1.95	1.24	1.57
Ccin:CC1G_07560T0	Ccin:CC1G_09209T0	2.29	1.50	1.53
Ccin:CC1G_11810T0	Ccin:CC1G_09209T0	NA	1.14	NA
Ccin:CC1G_10194T0	Ccin:CC1G_02443T0	3.36	0.96	3.48
Ccin:CC1G_07171T0	Ccin:CC1G_02443T0	NA	1.12	NA
Ccin:CC1G_02490T0	Ccin:CC1G_06334T0	NA	1.14	NA
Ccin:CC1G_01618T0	Ccin:CC1G_02443T0	3.25	0.31	10.33
Ccin:CC1G_11080T0	Ccin:CC1G_06334T0	2.42	1.12	2.16
Ccin:CC1G_01609T0	Ccin:CC1G_02443T0	NA	0.28	NA
Ccin:CC1G_07929T0	Ccin:CC1G_12995T0	3.49	1.06	3.30
Ccin:CC1G_12140T0	Ccin:CC1G_12995T0	2.45	1.04	2.36
Ccin:CC1G_11338T0	Ccin:CC1G_12139T0	NA	1.55	NA
Ccin:CC1G_02746T0	Ccin:CC1G_12139T0	2.98	1.04	2.86
Ccin:CC1G_07929T0	Ccin:CC1G_12139T0	2.34	1.22	1.92
Ccin:CC1G_12140T0	Ccin:CC1G_12139T0	NA	1.14	NA
Ccin:CC1G_12995T0	Ccin:CC1G_12139T0	3.17	1.06	2.99
Ccin:CC1G_07119T0	Ccin:CC1G_07719T0	2.38	0.33	7.16
Ccin:CC1G_11080T0	Ccin:CC1G_02813T0	NA	1.05	NA
Ccin:CC1G_15598T0	Ccin:CC1G_07541T0	1.12	0.41	2.74
Ccin:CC1G_15703T0	Ccin:CC1G_02813T0	NA	0.69	NA
Ccin:CC1G_15598T0	Ccin:CC1G_15597T0	1.95	1.39	1.40
Ccin:CC1G_07541T0	Ccin:CC1G_15597T0	1.32	0.51	2.59
Ccin:CC1G_15598T0	Ccin:CC1G_06097T0	2.60	1.30	2.00
Ccin:CC1G_07541T0	Ccin:CC1G_06097T0	2.33	1.28	1.82
Ccin:CC1G_15597T0	Ccin:CC1G_06097T0	NA	1.49	NA
Ccin:CC1G_09267T0	Ccin:CC1G_07458T0	2.60	0.89	2.92
Ccin:CC1G_11814T0	Ccin:CC1G_07458T0	NA	1.10	NA
Ccin:CC1G_07560T0	Ccin:CC1G_11812T0	3.98	1.33	2.99
Ccin:CC1G_11810T0	Ccin:CC1G_11812T0	NA	0.85	NA
Ccin:CC1G_14440T0	Ccin:CC1G_11812T0	NA	1.13	NA
Ccin:CC1G_09212T0	Ccin:CC1G_11812T0	3.15	1.64	1.92
Ccin:CC1G_09209T0	Ccin:CC1G_11812T0	3.36	0.79	4.25
Ccin:CC1G_14304T0	Ccin:CC1G_11812T0	NA	0.73	NA
Ccin:CC1G_09267T0	Ccin:CC1G_11812T0	NA	0.75	NA
Ccin:CC1G_11814T0	Ccin:CC1G_11812T0	NA	0.60	NA
Ccin:CC1G_11810T0	Ccin:CC1G_07562T0	NA	1.19	NA
Ccin:CC1G_02813T0	Ccin:CC1G_00122T0	NA	0.68	NA
Ccin:CC1G_14440T0	Ccin:CC1G_07562T0	NA	1.25	NA
Ccin:CC1G_15700T0	Ccin:CC1G_06332T0	NA	0.44	NA
Ccin:CC1G_06332T0	Ccin:CC1G_05306T0	NA	0.46	NA
Ccin:CC1G_02490T0	Ccin:CC1G_02050T0	NA	1.05	NA
Ccin:CC1G_09209T0	Ccin:CC1G_04665T0	3.10	0.92	3.38
Ccin:CC1G_11080T0	Ccin:CC1G_02050T0	2.14	1.02	2.09
Ccin:CC1G_14304T0	Ccin:CC1G_04665T0	4.80	1.66	2.90
Ccin:CC1G_09267T0	Ccin:CC1G_04665T0	2.57	1.39	1.84
Ccin:CC1G_11814T0	Ccin:CC1G_04665T0	NA	1.62	NA
Ccin:CC1G_07458T0	Ccin:CC1G_04665T0	NA	1.66	NA
Ccin:CC1G_11812T0	Ccin:CC1G_04665T0	NA	0.91	NA
Ccin:CC1G_07562T0	Ccin:CC1G_04665T0	2.68	1.05	2.56
Ccin:CC1G_04676T0	Ccin:CC1G_04665T0	NA	0.60	NA
Ccin:CC1G_07560T0	Ccin:CC1G_04672T0	NA	1.33	NA
Ccin:CC1G_11810T0	Ccin:CC1G_04672T0	NA	1.10	NA
Ccin:CC1G_14440T0	Ccin:CC1G_04672T0	2.25	1.08	2.08
Ccin:CC1G_09212T0	Ccin:CC1G_04672T0	4.35	1.17	3.72
Ccin:CC1G_09209T0	Ccin:CC1G_04672T0	2.74	0.96	2.84
Ccin:CC1G_14304T0	Ccin:CC1G_04672T0	NA	1.21	NA
Ccin:CC1G_02813T0	Ccin:CC1G_09160T0	NA	0.83	NA
Ccin:CC1G_04665T0	Ccin:CC1G_04672T0	NA	0.70	NA
Ccin:CC1G_07560T0	Ccin:CC1G_04675T0	NA	1.72	NA
Ccin:CC1G_11810T0	Ccin:CC1G_04675T0	NA	1.31	NA
Ccin:CC1G_14440T0	Ccin:CC1G_04675T0	2.55	1.20	2.14
Ccin:CC1G_09212T0	Ccin:CC1G_04675T0	NA	1.04	NA
Ccin:CC1G_09209T0	Ccin:CC1G_04675T0	NA	1.13	NA
Ccin:CC1G_14304T0	Ccin:CC1G_04675T0	NA	1.27	NA
Ccin:CC1G_09267T0	Ccin:CC1G_04675T0	NA	0.94	NA
Ccin:CC1G_14304T0	Ccin:CC1G_09269T0	NA	0.78	NA
Ccin:CC1G_09267T0	Ccin:CC1G_09269T0	NA	0.75	NA
Ccin:CC1G_11814T0	Ccin:CC1G_09269T0	NA	0.64	NA
Ccin:CC1G_07458T0	Ccin:CC1G_09269T0	NA	1.01	NA
Ccin:CC1G_11812T0	Ccin:CC1G_09269T0	NA	0.43	NA
Ccin:CC1G_07562T0	Ccin:CC1G_09269T0	NA	0.97	NA
Ccin:CC1G_04676T0	Ccin:CC1G_09269T0	3.30	0.92	3.58
Ccin:CC1G_04665T0	Ccin:CC1G_09269T0	NA	1.40	NA
Ccin:CC1G_04672T0	Ccin:CC1G_09269T0	NA	1.29	NA
Ccin:CC1G_04675T0	Ccin:CC1G_09269T0	NA	0.91	NA
Ccin:CC1G_07560T0	Ccin:CC1G_07456T0	NA	1.70	NA
Ccin:CC1G_15102T0	Ccin:CC1G_09242T0	NA	1.28	NA
Ccin:CC1G_11810T0	Ccin:CC1G_07456T0	NA	1.06	NA
Ccin:CC1G_15102T0	Ccin:CC1G_01912T0	NA	1.02	NA
Ccin:CC1G_14440T0	Ccin:CC1G_07456T0	2.21	1.28	1.73
Ccin:CC1G_09242T0	Ccin:CC1G_01912T0	NA	1.35	NA
Ccin:CC1G_07562T0	Ccin:CC1G_07456T0	4.06	0.91	4.48
Ccin:CC1G_04676T0	Ccin:CC1G_07456T0	NA	0.93	NA
Ccin:CC1G_04665T0	Ccin:CC1G_07456T0	2.21	1.58	1.40
Ccin:CC1G_04672T0	Ccin:CC1G_07456T0	1.96	1.14	1.72
Ccin:CC1G_04675T0	Ccin:CC1G_07456T0	3.05	0.97	3.13
Ccin:CC1G_09269T0	Ccin:CC1G_07456T0	NA	0.88	NA
Ccin:CC1G_07560T0	Ccin:CC1G_04664T0	2.80	1.59	1.76
Ccin:CC1G_11810T0	Ccin:CC1G_04664T0	NA	1.18	NA
Ccin:CC1G_14440T0	Ccin:CC1G_04664T0	2.89	1.23	2.34
Ccin:CC1G_09212T0	Ccin:CC1G_04664T0	1.99	1.00	1.99
Ccin:CC1G_09209T0	Ccin:CC1G_04664T0	2.37	0.96	2.46
Ccin:CC1G_14304T0	Ccin:CC1G_04664T0	2.70	1.16	2.32
Ccin:CC1G_09267T0	Ccin:CC1G_04664T0	NA	0.91	NA
Ccin:CC1G_11814T0	Ccin:CC1G_04664T0	NA	1.15	NA
Ccin:CC1G_15553T0	Ccin:CC1G_01760T0	NA	0.92	NA
Ccin:CC1G_09269T0	Ccin:CC1G_04664T0	3.02	1.04	2.89
Ccin:CC1G_07456T0	Ccin:CC1G_04664T0	NA	1.00	NA
Ccin:CC1G_07560T0	Ccin:CC1G_03621T0	NA	1.59	NA
Ccin:CC1G_11810T0	Ccin:CC1G_03621T0	2.25	1.11	2.02
Ccin:CC1G_14440T0	Ccin:CC1G_03621T0	NA	1.20	NA
Ccin:CC1G_09212T0	Ccin:CC1G_03621T0	NA	0.94	NA
Ccin:CC1G_09209T0	Ccin:CC1G_03621T0	NA	0.93	NA
Ccin:CC1G_14304T0	Ccin:CC1G_03621T0	NA	1.32	NA
Ccin:CC1G_09267T0	Ccin:CC1G_03621T0	NA	0.92	NA
Ccin:CC1G_11814T0	Ccin:CC1G_03621T0	2.74	1.63	1.68
Ccin:CC1G_07458T0	Ccin:CC1G_03621T0	1.56	1.54	1.02
Ccin:CC1G_11812T0	Ccin:CC1G_03621T0	NA	0.88	NA
Ccin:CC1G_15102T0	Ccin:CC1G_04564T0	2.52	1.07	2.35
Ccin:CC1G_09242T0	Ccin:CC1G_04564T0	NA	1.39	NA
Ccin:CC1G_04664T0	Ccin:CC1G_03621T0	2.06	0.87	2.37
Ccin:CC1G_07560T0	Ccin:CC1G_04677T0	3.21	1.20	2.67
Ccin:CC1G_11810T0	Ccin:CC1G_04677T0	NA	1.07	NA
